net,length_um
_14399_,18.46
cpuregs\[15\]\[28\],18.46
_02069_,18.44
cpuregs\[13\]\[14\],18.44
_13210_,18.42
count_cycle\[3\],18.42
cpuregs\[7\]\[30\],18.42
_11479_,18.415
_05464_,18.4
_08172_,18.4
_12761_,18.4
_11595_,18.38
_13968_,18.38
_14376_,18.38
_13682_,18.37
_01847_,18.36
_02430_,18.36
_04489_,18.36
_10522_,18.36
_10873_,18.36
_02585_,18.34
_03629_,18.34
_04571_,18.34
count_cycle\[61\],18.34
cpuregs\[13\]\[20\],18.34
cpuregs\[5\]\[8\],18.34
net371,18.33
_01900_,18.32
_13570_,18.32
_14230_,18.32
cpuregs\[5\]\[30\],18.32
_11362_,18.3
_04375_,18.28
_08188_,18.28
_13928_,18.28
cpuregs\[5\]\[17\],18.28
_05020_,18.27
_11964_,18.27
_06809_,18.265
_06410_,18.26
_06483_,18.26
_10276_,18.26
_12490_,18.26
cpuregs\[2\]\[12\],18.26
_07195_,18.255
_11827_,18.255
_01865_,18.24
_10038_,18.24
_13085_,18.235
_04671_,18.22
_12149_,18.22
count_instr\[5\],18.22
cpuregs\[2\]\[14\],18.22
_03181_,18.2
_08242_,18.2
_12294_,18.2
net111,18.2
_14678_,18.18
_11522_,18.16
_14240_,18.16
_14545_,18.16
reg_pc\[4\],18.16
_07294_,18.14
_10575_,18.14
_11537_,18.14
_14756_,18.14
cpuregs\[18\]\[28\],18.14
_12893_,18.125
_02682_,18.12
_05331_,18.1
_07128_,18.1
_11865_,18.1
_12326_,18.1
_12816_,18.1
_09507_,18.08
_12517_,18.08
_14412_,18.08
_14930_,18.08
_00782_,18.065
_02982_,18.06
_13137_,18.06
_03265_,18.05
_07630_,18.04
_14323_,18.04
cpuregs\[17\]\[14\],18.04
_00870_,18.025
_05087_,18.02
_09377_,18.02
_09513_,18.02
_13705_,18.02
_06962_,18.01
_01123_,18.005
_03931_,18
_13039_,18
_14396_,18
alu_out\[12\],18
cpuregs\[1\]\[5\],18
_03565_,17.98
_08367_,17.98
_12213_,17.98
_13540_,17.98
_14083_,17.98
_14400_,17.98
_14749_,17.98
cpuregs\[19\]\[9\],17.98
_02273_,17.96
_12730_,17.96
_13548_,17.96
cpuregs\[0\]\[24\],17.96
cpuregs\[9\]\[15\],17.96
_07098_,17.94
_13386_,17.94
_04479_,17.92
_13064_,17.92
_01545_,17.9
_03636_,17.9
_03871_,17.9
_06575_,17.9
_07080_,17.9
_07600_,17.9
_12544_,17.9
_02217_,17.88
_06493_,17.88
_13014_,17.88
_14472_,17.88
net337,17.88
_03306_,17.87
_01946_,17.86
_04111_,17.86
_05666_,17.86
_13677_,17.86
_14087_,17.86
cpuregs\[13\]\[0\],17.86
_14010_,17.85
_09394_,17.84
_13867_,17.84
_13126_,17.82
_12395_,17.815
_10423_,17.8
_04196_,17.78
_05662_,17.78
cpuregs\[9\]\[11\],17.78
_03418_,17.76
_07612_,17.76
_12404_,17.76
_12459_,17.76
_14357_,17.76
_02237_,17.74
_07451_,17.74
cpuregs\[13\]\[23\],17.74
_07211_,17.73
_14099_,17.72
cpuregs\[13\]\[26\],17.72
_03798_,17.71
_01537_,17.7
_12180_,17.7
cpuregs\[17\]\[11\],17.7
cpuregs\[9\]\[26\],17.7
_02357_,17.68
_06593_,17.68
_12520_,17.68
alu_shr\[17\],17.68
_12954_,17.67
_00590_,17.66
_02401_,17.66
_04293_,17.66
_04535_,17.66
_09810_,17.66
_11765_,17.66
cpuregs\[10\]\[21\],17.66
_00601_,17.64
_04638_,17.64
_07063_,17.64
_10275_,17.64
_14642_,17.64
cpuregs\[0\]\[29\],17.64
cpuregs\[17\]\[19\],17.64
cpuregs\[4\]\[26\],17.64
_01771_,17.62
_02545_,17.62
_02953_,17.62
_03694_,17.62
_11092_,17.62
_11524_,17.62
decoded_imm\[8\],17.62
_12731_,17.61
_02523_,17.6
_04769_,17.6
_07454_,17.58
_09586_,17.58
_12828_,17.575
_02910_,17.56
_06915_,17.56
_09573_,17.56
_14152_,17.56
cpuregs\[14\]\[14\],17.56
mem_wdata[8],17.56
_02874_,17.54
_04674_,17.54
_12358_,17.54
_12784_,17.54
_13122_,17.54
_13235_,17.54
_13686_,17.54
cpuregs\[5\]\[29\],17.54
cpuregs\[8\]\[9\],17.54
_13971_,17.525
_07207_,17.52
_14585_,17.52
_14907_,17.52
cpuregs\[7\]\[11\],17.52
_06981_,17.5
_06990_,17.5
_13880_,17.5
_03768_,17.48
_10219_,17.48
_10844_,17.48
_14452_,17.46
_02930_,17.45
_03795_,17.44
_04450_,17.44
_11943_,17.44
_12239_,17.44
_01653_,17.42
_03672_,17.42
_04468_,17.42
_11371_,17.42
_11840_,17.42
_12726_,17.42
net1380,17.42
_01985_,17.4
_04135_,17.4
_12705_,17.38
_14928_,17.38
cpuregs\[11\]\[4\],17.38
cpuregs\[16\]\[28\],17.38
_02258_,17.36
_11068_,17.36
alu_out\[3\],17.36
cpuregs\[10\]\[13\],17.36
_13965_,17.34
alu_out\[13\],17.34
_03597_,17.32
_10126_,17.32
_13411_,17.32
_14442_,17.32
_01526_,17.3
_04169_,17.3
_12295_,17.3
cpuregs\[0\]\[16\],17.3
cpuregs\[2\]\[10\],17.3
cpuregs\[2\]\[2\],17.3
_11049_,17.295
_03867_,17.28
_08973_,17.28
_12827_,17.28
mem_rdata[13],17.28
_09041_,17.26
_14103_,17.26
_14547_,17.26
_01511_,17.24
_10313_,17.24
_14866_,17.24
mem_rdata_q\[0\],17.235
_14259_,17.23
_06451_,17.22
_07412_,17.22
_11180_,17.22
_13559_,17.22
cpuregs\[9\]\[1\],17.22
_14195_,17.215
_02939_,17.2
_13870_,17.2
_02057_,17.18
_02472_,17.18
_02528_,17.18
_03520_,17.18
_07663_,17.18
_10407_,17.18
_12875_,17.18
_01803_,17.16
_01804_,17.16
_07111_,17.16
_12146_,17.16
_04574_,17.14
_09109_,17.14
_09561_,17.14
_11444_,17.14
_12222_,17.14
cpuregs\[2\]\[26\],17.14
_07968_,17.12
_15074_,17.105
_07067_,17.1
is_slti_blt_slt,17.1
_03062_,17.08
_03406_,17.08
_03973_,17.08
_04941_,17.08
_14108_,17.08
_14964_,17.08
cpuregs\[17\]\[3\],17.08
net1378,17.08
_01593_,17.06
_02296_,17.06
_04392_,17.06
_11884_,17.06
_12170_,17.06
_03311_,17.04
_10545_,17.04
_11248_,17.04
_13146_,17.04
_02045_,17.02
_13043_,17.02
_13758_,17.02
_14423_,17.02
clknet_leaf_8_clk,17.02
_03183_,17
_05329_,17
_07688_,17
_08799_,17
reg_out\[25\],17
net349,17
_02276_,16.98
_02612_,16.98
_03690_,16.98
_05160_,16.98
_09913_,16.98
_10182_,16.98
_11365_,16.98
_12591_,16.98
cpuregs\[1\]\[18\],16.98
cpuregs\[9\]\[20\],16.98
_03708_,16.96
_06966_,16.96
_13276_,16.96
count_cycle\[45\],16.95
_02705_,16.94
_07593_,16.94
_07939_,16.94
_11470_,16.94
cpuregs\[10\]\[31\],16.94
cpuregs\[9\]\[18\],16.94
_10556_,16.92
_13956_,16.92
_14530_,16.92
_04709_,16.9
_07048_,16.9
_10466_,16.9
net112,16.9
_08023_,16.88
_13118_,16.88
net506,16.88
_01942_,16.86
_07285_,16.86
_11074_,16.86
_14923_,16.86
_06525_,16.84
_07031_,16.84
_09809_,16.84
_10221_,16.84
_11650_,16.84
_12080_,16.84
mem_rdata[11],16.84
_07950_,16.8
_06660_,16.78
_09885_,16.78
_10000_,16.78
_12766_,16.78
_14670_,16.78
_00699_,16.765
_12841_,16.76
_13492_,16.76
cpuregs\[15\]\[25\],16.76
_03752_,16.74
_14123_,16.74
_14234_,16.74
cpuregs\[11\]\[17\],16.74
_13206_,16.735
count_cycle\[12\],16.725
_04670_,16.72
_09183_,16.72
_11556_,16.72
_12104_,16.72
_14791_,16.72
cpuregs\[1\]\[0\],16.72
_01018_,16.705
_02295_,16.7
_11133_,16.7
_11579_,16.7
_12713_,16.7
_13221_,16.7
_15044_,16.7
cpuregs\[18\]\[2\],16.7
cpuregs\[5\]\[21\],16.7
_02233_,16.68
_03852_,16.68
_04201_,16.68
_00608_,16.665
_05349_,16.66
_11812_,16.66
_13767_,16.66
_04481_,16.64
_07311_,16.64
_13306_,16.64
_01081_,16.62
_02835_,16.62
_04093_,16.62
_07501_,16.62
_12164_,16.62
net517,16.62
_03861_,16.6
_07180_,16.6
_10975_,16.6
_11959_,16.6
count_instr\[31\],16.6
cpuregs\[10\]\[26\],16.6
cpuregs\[17\]\[7\],16.6
cpuregs\[1\]\[17\],16.6
cpuregs\[3\]\[15\],16.6
_02629_,16.59
_02338_,16.58
_05090_,16.58
_14023_,16.58
_14207_,16.58
_03441_,16.56
_10303_,16.56
_10809_,16.56
_10893_,16.56
_13786_,16.56
_01307_,16.545
_09991_,16.54
cpuregs\[14\]\[13\],16.54
cpuregs\[8\]\[19\],16.54
_14507_,16.52
cpuregs\[6\]\[31\],16.52
_11935_,16.5
cpuregs\[2\]\[27\],16.5
_08236_,16.485
_04650_,16.48
_04668_,16.48
cpuregs\[13\]\[29\],16.48
_05120_,16.46
_08956_,16.46
_09876_,16.46
_11967_,16.46
_14768_,16.46
cpuregs\[2\]\[0\],16.46
_01690_,16.44
_03038_,16.44
_04605_,16.44
_07846_,16.44
_07856_,16.44
_14251_,16.44
_14496_,16.44
_10143_,16.43
_03074_,16.42
_03421_,16.42
_04207_,16.42
_13129_,16.42
cpuregs\[17\]\[9\],16.42
_05157_,16.415
_02377_,16.4
_02531_,16.4
_03326_,16.4
_09606_,16.4
_11022_,16.4
_12277_,16.4
_14506_,16.4
cpuregs\[14\]\[31\],16.4
_13669_,16.39
_02801_,16.38
_06623_,16.38
_08927_,16.38
_11773_,16.38
_12235_,16.38
cpuregs\[0\]\[31\],16.38
cpuregs\[18\]\[29\],16.38
cpuregs\[6\]\[16\],16.38
_06607_,16.36
_07182_,16.36
_10163_,16.36
_12169_,16.36
cpuregs\[6\]\[11\],16.36
_04224_,16.355
_14080_,16.34
cpuregs\[6\]\[25\],16.34
_07626_,16.32
_09271_,16.32
_14068_,16.32
cpuregs\[2\]\[15\],16.32
_00735_,16.315
_12767_,16.31
_02222_,16.3
_04179_,16.3
_04275_,16.3
_05161_,16.3
_07694_,16.3
_09483_,16.3
_12851_,16.3
_12933_,16.3
_13716_,16.3
reg_pc\[10\],16.3
_02794_,16.28
_04202_,16.28
_13798_,16.28
_14522_,16.28
_14546_,16.28
cpuregs\[13\]\[13\],16.28
_10376_,16.27
_01582_,16.26
_04403_,16.26
_06558_,16.26
_11525_,16.26
_13310_,16.26
_14757_,16.26
cpuregs\[16\]\[7\],16.26
cpuregs\[6\]\[12\],16.26
cpuregs\[9\]\[12\],16.26
_13011_,16.24
_13678_,16.24
_02381_,16.22
_03585_,16.22
_04675_,16.22
_08009_,16.22
_13513_,16.22
_04452_,16.2
_09796_,16.2
_12338_,16.2
_14143_,16.2
_02113_,16.18
_03525_,16.18
_05126_,16.18
_06398_,16.16
_11093_,16.16
_12085_,16.16
_05474_,16.14
_11186_,16.14
_12299_,16.14
_13970_,16.14
count_instr\[9\],16.14
_03196_,16.135
_07680_,16.12
count_instr\[36\],16.12
cpuregs\[13\]\[12\],16.12
cpuregs\[16\]\[5\],16.12
_07425_,16.11
_01910_,16.1
_02978_,16.1
_04494_,16.1
_09456_,16.1
_10361_,16.1
_13393_,16.1
_14432_,16.1
count_instr\[40\],16.1
cpuregs\[0\]\[18\],16.1
_05122_,16.08
_11290_,16.08
_11596_,16.08
_14437_,16.08
cpuregs\[2\]\[28\],16.08
cpuregs\[4\]\[27\],16.08
decoded_imm\[4\],16.08
net341,16.07
_03313_,16.06
_03476_,16.06
_03482_,16.06
_04040_,16.06
_04652_,16.06
_05357_,16.06
_08898_,16.06
_12312_,16.06
_12669_,16.06
cpuregs\[2\]\[20\],16.06
irq[25],16.06
_02638_,16.05
_07478_,16.04
_08992_,16.04
_12468_,16.04
_13984_,16.04
_00015_,16.025
_03709_,16.02
_07659_,16.02
_11433_,16.02
_11946_,16.02
_13703_,16.02
_14873_,16.02
cpuregs\[12\]\[5\],16.02
cpuregs\[7\]\[16\],16.02
_02158_,15.98
_09752_,15.98
_09770_,15.98
_12496_,15.98
_12879_,15.98
_14218_,15.98
cpuregs\[9\]\[9\],15.98
_07065_,15.97
_04589_,15.96
_12831_,15.955
_00025_,15.945
_02197_,15.94
_03463_,15.94
_03495_,15.94
_03781_,15.94
_04585_,15.94
_07380_,15.94
_09079_,15.94
_14459_,15.94
_14761_,15.94
cpuregs\[19\]\[26\],15.94
_06564_,15.92
_14292_,15.92
net1370,15.92
_12590_,15.915
_03483_,15.9
_03579_,15.9
_05526_,15.9
_13180_,15.9
_13462_,15.9
_15003_,15.9
cpuregs\[8\]\[22\],15.9
net1296,15.9
_00910_,15.885
cpuregs\[11\]\[24\],15.88
cpuregs\[5\]\[16\],15.87
_01934_,15.86
_02534_,15.86
_12673_,15.86
_04330_,15.84
_07167_,15.84
_08722_,15.84
_13930_,15.84
_14179_,15.84
_14707_,15.84
_13673_,15.835
_03555_,15.82
_07664_,15.82
_09899_,15.82
_14971_,15.82
_03012_,15.8
_03980_,15.8
_04711_,15.8
_07112_,15.8
_08746_,15.8
_09637_,15.8
_04163_,15.78
cpuregs\[17\]\[4\],15.78
_02370_,15.76
_11120_,15.76
_13217_,15.76
_13319_,15.76
_14067_,15.76
_02896_,15.74
_02970_,15.74
_12810_,15.74
reg_pc\[11\],15.74
_02935_,15.72
_02976_,15.72
_07589_,15.72
_10223_,15.72
_11758_,15.72
cpuregs\[3\]\[3\],15.72
irq[13],15.72
_02257_,15.715
_02123_,15.7
_08880_,15.7
_13027_,15.7
cpuregs\[10\]\[28\],15.7
_02559_,15.695
_11933_,15.69
_02325_,15.68
_02754_,15.68
_12600_,15.68
_13278_,15.68
cpuregs\[16\]\[23\],15.68
cpuregs\[18\]\[23\],15.68
_08991_,15.67
_01191_,15.665
_04861_,15.66
_06166_,15.66
_12185_,15.66
_13215_,15.66
_00589_,15.645
_03212_,15.64
_05082_,15.64
_07160_,15.64
_07387_,15.64
_07644_,15.64
_13192_,15.64
_05332_,15.62
_05495_,15.62
_08897_,15.62
_13363_,15.62
net642,15.62
_01707_,15.6
_13817_,15.6
_14931_,15.6
_02348_,15.58
_04062_,15.58
_04929_,15.58
_09807_,15.58
_11258_,15.58
_11911_,15.58
_12790_,15.58
_14593_,15.58
cpuregs\[2\]\[22\],15.58
cpuregs\[4\]\[0\],15.58
_04690_,15.575
_02052_,15.56
_04669_,15.56
_11505_,15.56
_12088_,15.56
_12576_,15.56
_13891_,15.56
cpuregs\[18\]\[14\],15.56
_01986_,15.54
cpuregs\[3\]\[31\],15.54
_08996_,15.52
alu_add_sub\[20\],15.52
cpuregs\[8\]\[21\],15.52
_09564_,15.515
_04252_,15.5
cpuregs\[7\]\[14\],15.5
_11792_,15.49
_01796_,15.48
_09942_,15.48
_13133_,15.48
_14034_,15.48
cpuregs\[1\]\[25\],15.48
clknet_leaf_229_clk,15.48
_00603_,15.46
_05097_,15.46
_07325_,15.46
_07866_,15.46
decoded_imm\[17\],15.46
_03035_,15.44
_03885_,15.44
_10362_,15.44
_11866_,15.44
_12818_,15.44
_14612_,15.44
cpuregs\[6\]\[15\],15.42
_05389_,15.4
_09311_,15.4
_14131_,15.4
_10566_,15.38
cpuregs\[17\]\[24\],15.38
clknet_leaf_155_clk,15.38
_04138_,15.36
_09162_,15.36
alu_wait,15.36
cpuregs\[18\]\[1\],15.36
_14948_,15.355
_01945_,15.345
_13860_,15.345
_02055_,15.34
_02563_,15.34
_03340_,15.34
_11208_,15.34
_12098_,15.34
_12911_,15.34
cpuregs\[0\]\[8\],15.34
cpuregs\[9\]\[17\],15.34
_05346_,15.325
_11404_,15.32
_13493_,15.32
cpuregs\[7\]\[4\],15.32
cpuregs\[1\]\[28\],15.31
cpuregs\[9\]\[13\],15.31
net216,15.3
_03069_,15.28
_09299_,15.28
_11179_,15.28
_12015_,15.28
_12070_,15.28
_12492_,15.28
decoded_imm\[10\],15.28
cpuregs\[13\]\[16\],15.27
_01116_,15.265
_03345_,15.26
_08914_,15.26
_12812_,15.26
_14085_,15.26
cpuregs\[13\]\[27\],15.26
cpuregs\[6\]\[20\],15.26
_02704_,15.24
_03061_,15.24
_03065_,15.24
_04984_,15.24
_12690_,15.24
_13282_,15.24
_14104_,15.24
cpuregs\[17\]\[2\],15.24
_14457_,15.235
_02015_,15.22
_03693_,15.22
_03878_,15.22
_08934_,15.22
_10766_,15.22
_12980_,15.22
_13026_,15.22
_07240_,15.2
_13871_,15.19
_01743_,15.18
_04425_,15.18
_07559_,15.18
_11637_,15.18
cpuregs\[0\]\[15\],15.18
_13162_,15.16
_13211_,15.16
_01906_,15.14
_03922_,15.14
_04263_,15.14
_09309_,15.14
_14438_,15.14
count_cycle\[62\],15.14
cpuregs\[3\]\[23\],15.14
_12141_,15.13
_03145_,15.12
_03622_,15.12
_13853_,15.12
_01583_,15.1
_02181_,15.1
_11289_,15.1
_13675_,15.1
_13764_,15.1
_14028_,15.1
_02450_,15.08
_12884_,15.08
_14486_,15.08
_03822_,15.06
_07108_,15.06
_14740_,15.06
clknet_leaf_254_clk,15.06
_12536_,15.055
_03821_,15.04
_05073_,15.04
_06424_,15.04
_12442_,15.04
_12537_,15.04
_12626_,15.04
cpuregs\[17\]\[23\],15.04
net1269,15.04
_12260_,15.03
_01546_,15.02
_02129_,15.02
_02681_,15.02
_04806_,15.02
_06912_,15.02
_07656_,15.02
_09813_,15.02
_10352_,15.02
_11130_,15.02
_11529_,15.02
_12003_,15.02
_13718_,15.02
_13818_,15.02
cpuregs\[16\]\[11\],15.02
cpuregs\[9\]\[24\],15.02
_12396_,15.01
_04131_,15
_04678_,15
_07789_,15
_10581_,15
_12644_,15
_14428_,15
_01703_,14.98
_02231_,14.98
_04842_,14.98
_07136_,14.98
_09539_,14.98
_15019_,14.98
_03578_,14.97
_03025_,14.96
_03932_,14.96
_13542_,14.96
_01959_,14.94
_13015_,14.94
_13516_,14.94
_14493_,14.94
_12643_,14.93
_02283_,14.92
_04145_,14.92
_04493_,14.92
_07480_,14.92
_10206_,14.92
_12311_,14.92
_02668_,14.9
_02798_,14.9
_07008_,14.9
_07303_,14.9
_12321_,14.9
_12689_,14.9
_12981_,14.9
_13897_,14.9
_01734_,14.88
_12265_,14.88
_12946_,14.88
_13719_,14.88
_14380_,14.88
cpuregs\[7\]\[23\],14.88
mem_rdata_q\[21\],14.88
_02388_,14.86
_04239_,14.86
_05423_,14.86
_06898_,14.86
_06917_,14.86
_08883_,14.86
_08941_,14.86
_10349_,14.86
_12269_,14.86
_06474_,14.855
_00592_,14.845
_02649_,14.84
_02735_,14.84
_04441_,14.84
_12028_,14.84
_12501_,14.84
_13834_,14.84
_12001_,14.835
_00076_,14.82
_01776_,14.82
_02724_,14.82
_03148_,14.82
_03328_,14.82
_14189_,14.82
_14312_,14.82
_13631_,14.815
_02244_,14.8
_03187_,14.8
_03972_,14.8
_04005_,14.8
_05359_,14.8
_10078_,14.8
_10462_,14.8
_11905_,14.8
_12992_,14.8
_14037_,14.8
_14661_,14.8
cpuregs\[13\]\[2\],14.8
_10473_,14.79
_02539_,14.78
_03575_,14.78
_03607_,14.78
_03814_,14.78
_04621_,14.78
_09472_,14.78
_12327_,14.78
_13826_,14.78
cpuregs\[18\]\[15\],14.78
_02112_,14.76
_04902_,14.76
_07653_,14.76
_13053_,14.76
_13845_,14.76
cpuregs\[17\]\[15\],14.76
cpuregs\[19\]\[27\],14.76
net576,14.76
net944,14.76
_03523_,14.74
_11526_,14.74
_13012_,14.74
mem_wdata[0],14.74
_01569_,14.72
_02736_,14.72
_02981_,14.72
_13168_,14.72
_03085_,14.71
_13969_,14.71
_04225_,14.7
_06956_,14.7
_12746_,14.7
_13415_,14.7
_13850_,14.7
_14816_,14.7
_01984_,14.68
_03119_,14.68
_04866_,14.68
_04874_,14.68
_06502_,14.68
_12137_,14.68
_12913_,14.68
_14132_,14.68
cpuregs\[3\]\[5\],14.68
_04445_,14.665
_02786_,14.66
_11903_,14.66
cpuregs\[12\]\[25\],14.66
net408,14.66
_10262_,14.64
_13843_,14.64
cpuregs\[13\]\[31\],14.64
_04568_,14.62
_08801_,14.62
_12814_,14.62
_13320_,14.62
_01882_,14.6
_02838_,14.6
_07706_,14.6
_12121_,14.6
_13416_,14.6
_13982_,14.6
alu_out\[14\],14.6
_11625_,14.595
mem_la_wdata[10],14.59
_01810_,14.58
_03832_,14.58
_04100_,14.58
_09774_,14.58
_13094_,14.58
net520,14.58
_01596_,14.56
_03460_,14.56
_07200_,14.56
_07566_,14.56
_10357_,14.56
_11660_,14.56
_12935_,14.56
_13526_,14.56
_13606_,14.56
_13645_,14.56
_11736_,14.55
_01532_,14.54
_05179_,14.54
_07438_,14.54
_11997_,14.54
_12512_,14.54
_13568_,14.54
cpuregs\[10\]\[3\],14.54
_01763_,14.52
_02027_,14.52
_02991_,14.52
_03378_,14.52
_08985_,14.52
_09011_,14.52
_11235_,14.52
_13481_,14.52
_13532_,14.52
_14632_,14.52
cpuregs\[12\]\[2\],14.52
_00030_,14.485
_02424_,14.48
_03160_,14.48
_04318_,14.48
_10128_,14.48
_10181_,14.48
_11427_,14.48
_13712_,14.48
_13981_,14.48
alu_add_sub\[13\],14.48
cpuregs\[14\]\[16\],14.48
_01576_,14.46
_02876_,14.46
_03996_,14.46
_04741_,14.46
_05031_,14.46
_05150_,14.46
_05291_,14.46
_06982_,14.46
_07004_,14.46
_09478_,14.46
_10688_,14.46
_13316_,14.46
_14166_,14.46
_14515_,14.46
cpuregs\[18\]\[21\],14.46
cpuregs\[19\]\[4\],14.46
_02345_,14.45
_02071_,14.44
_11878_,14.44
_14851_,14.44
alu_shl\[14\],14.425
_08212_,14.42
_09224_,14.42
_10796_,14.42
_11947_,14.42
_14959_,14.42
cpuregs\[5\]\[23\],14.42
net336,14.42
_01918_,14.4
_03779_,14.4
_12249_,14.4
_13372_,14.4
_10701_,14.39
_01506_,14.38
_07214_,14.38
_10055_,14.38
_11481_,14.38
_06647_,14.36
_07149_,14.36
_10068_,14.36
_13074_,14.36
cpuregs\[7\]\[10\],14.36
_13619_,14.35
_04089_,14.34
_04210_,14.34
_04831_,14.34
_04964_,14.34
_07125_,14.34
_07281_,14.34
_10317_,14.34
_11995_,14.34
_12370_,14.34
_12610_,14.34
_13482_,14.34
_13725_,14.34
_13775_,14.34
_14939_,14.34
cpuregs\[13\]\[5\],14.34
cpuregs\[9\]\[16\],14.34
eoi[3],14.34
instr_sra,14.34
_01889_,14.32
_02819_,14.32
_04421_,14.32
_05913_,14.32
_14061_,14.32
_01917_,14.3
_02861_,14.3
_11739_,14.3
cpuregs\[7\]\[7\],14.3
mem_rdata_q\[14\],14.3
_07482_,14.28
_11423_,14.28
_14302_,14.28
_12246_,14.27
_03071_,14.26
_04157_,14.26
_13900_,14.26
instr_srli,14.26
_14563_,14.255
_03794_,14.24
_04322_,14.24
_09887_,14.24
_13628_,14.24
_01740_,14.22
_02386_,14.22
_04420_,14.22
_04548_,14.22
_07431_,14.22
_09755_,14.22
_11196_,14.22
_14926_,14.22
_15023_,14.22
cpuregs\[2\]\[29\],14.22
cpuregs\[5\]\[18\],14.22
cpuregs\[5\]\[3\],14.22
_05063_,14.205
_04031_,14.2
_06546_,14.2
_12887_,14.2
_13598_,14.2
_14377_,14.2
cpuregs\[12\]\[1\],14.2
_03236_,14.195
_11578_,14.19
_01556_,14.18
_03136_,14.18
_04537_,14.18
_07140_,14.18
_11483_,14.18
_12228_,14.18
_14417_,14.18
cpuregs\[17\]\[31\],14.18
net122,14.18
net665,14.18
_04245_,14.16
_07940_,14.16
net106,14.16
_02418_,14.15
_05953_,14.14
_07173_,14.14
_09046_,14.14
_11261_,14.14
_14894_,14.14
cpuregs\[6\]\[2\],14.14
instr_or,14.14
_04785_,14.12
_07666_,14.12
_12630_,14.12
cpuregs\[7\]\[26\],14.12
_02622_,14.1
_03167_,14.1
_04727_,14.1
_07046_,14.1
_07230_,14.1
_09580_,14.1
_11226_,14.1
_11610_,14.1
_13511_,14.1
_14702_,14.1
_12688_,14.09
_05793_,14.08
_06517_,14.08
cpuregs\[7\]\[18\],14.08
_02477_,14.07
_04101_,14.06
_11211_,14.06
_14569_,14.06
_00867_,14.055
_02675_,14.04
_06387_,14.04
_07117_,14.04
_09798_,14.04
_14626_,14.04
_01756_,14.02
_02562_,14.02
_03456_,14.02
_09952_,14.02
_10082_,14.02
_10649_,14.02
_12376_,14.02
_13020_,14.02
_13976_,14.02
_02023_,14.005
_01553_,14
_03582_,14
_04243_,14
_04497_,14
_04623_,14
_04748_,14
_04910_,14
_05098_,14
_09036_,14
_10309_,14
_10421_,14
_11953_,14
_12107_,14
_14392_,13.99
_14837_,13.99
_02067_,13.98
_08689_,13.98
_09635_,13.98
_12018_,13.98
_12062_,13.98
_12114_,13.98
_12136_,13.98
_13584_,13.98
_07350_,13.96
_11024_,13.96
_11794_,13.96
_13154_,13.96
_14488_,13.96
_06936_,13.94
_11591_,13.94
_14489_,13.935
_01310_,13.925
_04454_,13.92
_07638_,13.92
_11714_,13.915
_02906_,13.91
_02864_,13.9
_03799_,13.9
_03924_,13.9
_05664_,13.9
_09212_,13.9
_12554_,13.9
_01731_,13.88
_02089_,13.88
_03462_,13.88
_05955_,13.88
_08372_,13.88
_10227_,13.88
_10358_,13.88
_11366_,13.88
_11743_,13.88
_13711_,13.88
cpuregs\[17\]\[17\],13.88
cpuregs\[5\]\[2\],13.88
net223,13.88
_03327_,13.86
_03696_,13.86
_10113_,13.86
_11590_,13.86
_14145_,13.86
_14201_,13.86
_03088_,13.85
_06975_,13.85
_03686_,13.84
_03956_,13.84
_00851_,13.825
_03876_,13.82
_12234_,13.82
_12259_,13.815
_03172_,13.8
_12029_,13.8
_13007_,13.8
_13525_,13.8
_14144_,13.8
_14960_,13.8
_02957_,13.78
_03432_,13.78
_04428_,13.78
_05417_,13.78
_12006_,13.78
_14188_,13.78
cpuregs\[4\]\[6\],13.78
_01969_,13.76
_02653_,13.76
_04315_,13.76
_05548_,13.76
_07070_,13.76
_13120_,13.76
_13403_,13.76
_14881_,13.76
cpuregs\[5\]\[27\],13.76
cpuregs\[6\]\[29\],13.76
instr_lh,13.76
_04609_,13.755
_02956_,13.745
_12807_,13.74
_13132_,13.74
_14244_,13.74
_14556_,13.74
_14897_,13.73
_01609_,13.72
_01706_,13.72
_10401_,13.72
_12768_,13.72
_13852_,13.72
_07366_,13.7
cpuregs\[10\]\[18\],13.7
_04804_,13.68
_11755_,13.68
_12436_,13.68
alu_shr\[25\],13.68
net857,13.68
net1175,13.68
_02690_,13.66
_08082_,13.66
_10046_,13.66
_11240_,13.66
_14154_,13.66
cpuregs\[9\]\[29\],13.66
_02413_,13.64
_02524_,13.64
_02900_,13.64
_03802_,13.64
_06409_,13.64
_06475_,13.64
_06875_,13.64
_06876_,13.64
_08190_,13.64
_10203_,13.64
_13253_,13.64
_13401_,13.64
_14151_,13.64
cpuregs\[13\]\[21\],13.64
_01176_,13.635
_02923_,13.62
_01568_,13.6
_02422_,13.6
_03671_,13.6
_06844_,13.6
_12429_,13.6
_13925_,13.6
net383,13.6
_02366_,13.58
_04049_,13.58
_08654_,13.58
_12498_,13.58
_14815_,13.58
cpuregs\[17\]\[16\],13.58
cpuregs\[17\]\[6\],13.58
cpuregs\[3\]\[1\],13.58
_03664_,13.575
_04016_,13.56
_04569_,13.56
_04726_,13.56
_13052_,13.56
_14268_,13.56
instr_lbu,13.56
_00591_,13.54
_02463_,13.54
_02777_,13.54
_02965_,13.54
_03299_,13.54
_03461_,13.54
